DKS	16618.0	MMA	14177.0	SSF	17506.0	A	13489.0	MM	2015-04-06T18:29:21-04:00	4 - DICKS SPORTING GOODS INC (0001089063) (Issuer)	False	SVP, Chief Accounting Officer	Oliver Joseph	http://www.sec.gov/Archives/edgar/data/1089063/000108906315000038/xslF345X03/wf-form4_142835935163393.xml
DAN	0		0		17969.0	A	0		2015-02-26T14:13:44-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	False	Pres - Power Technologies Grp	Matthews Dwayne	http://www.sec.gov/Archives/edgar/data/26780/000122520815005936/xslF345X03/doc4.xml
DAN	0		0		19766.0	A	0		2015-02-26T14:13:42-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	False	Pres, Light Vehicle Driveline	Pyle Robert D	http://www.sec.gov/Archives/edgar/data/26780/000122520815005935/xslF345X03/doc4.xml
DAN	0		0		35225.0	A	0		2015-02-26T14:13:40-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	False	EVP and CFO	QUIGLEY WILLIAM G III	http://www.sec.gov/Archives/edgar/data/26780/000122520815005934/xslF345X03/doc4.xml
DAN	0		0		29189.0	A	0		2015-02-26T14:13:38-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	False	EVP & Pres-On Hwy Technologies	Wallace Mark E	http://www.sec.gov/Archives/edgar/data/26780/000122520815005933/xslF345X03/doc4.xml
DAN	0		0		97849.0	A	0		2015-02-26T14:13:37-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	True	President & CEO	WOOD ROGER	http://www.sec.gov/Archives/edgar/data/26780/000122520815005932/xslF345X03/doc4.xml
DAN	0		0		5138.0	A	0		2015-02-26T14:13:35-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	True	No Title	KAMSKY VIRGINIA A	http://www.sec.gov/Archives/edgar/data/26780/000122520815005931/xslF345X03/doc4.xml
DAN	0		0		5138.0	A	0		2015-02-26T14:13:33-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	True	No Title	Keating Terrence J	http://www.sec.gov/Archives/edgar/data/26780/000122520815005930/xslF345X03/doc4.xml
DAN	0		0		5138.0	A	0		2015-02-26T14:13:32-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	True	No Title	McDonald R Bruce	http://www.sec.gov/Archives/edgar/data/26780/000122520815005929/xslF345X03/doc4.xml
DAN	0		0		5138.0	A	0		2015-02-26T14:13:30-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	True	No Title	MUSCARI JOSEPH C	http://www.sec.gov/Archives/edgar/data/26780/000122520815005928/xslF345X03/doc4.xml
DAN	0		0		5138.0	A	0		2015-02-26T14:13:28-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	True	No Title	SCHULZ MARK A	http://www.sec.gov/Archives/edgar/data/26780/000122520815005927/xslF345X03/doc4.xml
DAN	0		0		5138.0	A	0		2015-02-26T14:13:27-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	True	No Title	WANDELL KEITH E	http://www.sec.gov/Archives/edgar/data/26780/000122520815005926/xslF345X03/doc4.xml
WFC	0		0		2409.0	A	0		2015-02-26T14:13:25-05:00	4 - WELLS FARGO & COMPANY/MN (0000072971) (Issuer)	False	Senior Exec. Vice President	CARROLL DAVID M	http://www.sec.gov/Archives/edgar/data/72971/000112760215008534/xslF345X03/form4.xml
ADMD.OB	1040000.0	A	0		0.0	A	0		2015-02-26T14:12:40-05:00	4 - ADVANCED MEDICAL ISOTOPE Corp (0001449349) (Issuer)	True	No Title	Cadwell Carlton M	http://www.sec.gov/Archives/edgar/data/1449349/000114036115009067/xslF345X03/doc1.xml
ENSV	450000.0	M	101147.0	F	0		0		2015-02-26T14:11:21-05:00	4 - Enservco Corp (0000319458) (Issuer)	False	VP-Field Operations	Peitz Austin	http://www.sec.gov/Archives/edgar/data/319458/000100009615000018/xslF345X03/peitzfom4feb.xml
CHCO	541.0	A	0		0		0		2015-02-26T14:09:36-05:00	4 - CITY HOLDING CO (0000726854) (Issuer)	True	No Title	FAIRCHILDS CHARLES W	http://www.sec.gov/Archives/edgar/data/726854/000114036115009065/xslF345X03/doc1.xml
CBZ	62983.0	M	59111.0	F	0		62983.0	M	2015-02-26T14:08:57-05:00	4 - CBIZ, Inc. (0000944148) (Issuer)	False	President and COO	GRISKO JEROME P	http://www.sec.gov/Archives/edgar/data/944148/000120919115018961/xslF345X03/doc4.xml
TRKK	0		0		3000000.0	A	0		2015-02-26T14:08:06-05:00	4 - Orbital Tracking Corp. (0001058307) (Issuer)	False	No Title	RECTOR DAVID	http://www.sec.gov/Archives/edgar/data/1058307/000141588915000684/xslF345X03/form4-02262015_110258.xml
GS	70000.0	M	70000.0	S	0		70000.0	M	2015-02-26T14:07:48-05:00	4 - GOLDMAN SACHS GROUP INC (0000886982) (Issuer)	False	No Title	SHERWOOD MICHAEL S	http://www.sec.gov/Archives/edgar/data/886982/000076999315000376/xslF345X03/ownershipdoc02222015074057.xml
BRKR	5271.0	PP	0		0		0		2015-02-26T14:06:43-05:00	4 - BRUKER CORP (0001109354) (Issuer)	True	CEO, President	LAUKIEN FRANK H	http://www.sec.gov/Archives/edgar/data/1109354/000117911015003465/xslF345X03/edgar.xml
CYT	0		0		101.51	A	0		2015-02-26T14:01:44-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	True	No Title	SHARPE RAYMOND P	http://www.sec.gov/Archives/edgar/data/912513/000122520815005909/xslF345X03/doc4.xml
CYT	0		0		111.8	A	0		2015-02-26T14:01:43-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	False	VP, Gen Counsel & Sec	SMITH ROY	http://www.sec.gov/Archives/edgar/data/912513/000122520815005908/xslF345X03/doc4.xml
LGCY	0		0		99234.0	AA	0		2015-02-26T14:01:42-05:00	4 - LEGACY RESERVES LP (0001358831) (Issuer)	False	EVP and CFO	Westcott James Daniel	http://www.sec.gov/Archives/edgar/data/1358831/000114036115009062/xslF345X03/doc1.xml
CYT	0		0		50.447	A	0		2015-02-26T14:01:41-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	True	No Title	RABAUT THOMAS W	http://www.sec.gov/Archives/edgar/data/912513/000122520815005907/xslF345X03/doc4.xml
CYT	0		0		41.421	A	0		2015-02-26T14:01:39-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	True	No Title	POWELL WILLIAM P	http://www.sec.gov/Archives/edgar/data/912513/000122520815005906/xslF345X03/doc4.xml
CYT	0		0		90.309	A	0		2015-02-26T14:01:38-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	True	No Title	Lowe Carol P	http://www.sec.gov/Archives/edgar/data/912513/000122520815005905/xslF345X03/doc4.xml
CYT	0		0		70.546	A	0		2015-02-26T14:01:36-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	True	No Title	HOYNES LOUIS L JR	http://www.sec.gov/Archives/edgar/data/912513/000122520815005904/xslF345X03/doc4.xml
CYT	0		0		53.93	A	0		2015-02-26T14:01:35-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	True	No Title	JOHNSON BARRY C	http://www.sec.gov/Archives/edgar/data/912513/000122520815005903/xslF345X03/doc4.xml
CYT	0		0		375.557	A	0		2015-02-26T14:01:33-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	True	Chairman,President & CEO	FLEMING SHANE D	http://www.sec.gov/Archives/edgar/data/912513/000122520815005902/xslF345X03/doc4.xml
CYT	0		0		105.13	A	0		2015-02-26T14:01:31-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	True	No Title	FERNANDES ANTHONY G	http://www.sec.gov/Archives/edgar/data/912513/000122520815005901/xslF345X03/doc4.xml
CYT	0		0		59.101	A	0		2015-02-26T14:01:30-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	True	No Title	DAVIS CHRIS A	http://www.sec.gov/Archives/edgar/data/912513/000122520815005900/xslF345X03/doc4.xml
CYT	0		0		22.618	A	0		2015-02-26T14:01:28-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	False	VP, Human Resources	CHARLES M REGINA	http://www.sec.gov/Archives/edgar/data/912513/000122520815005899/xslF345X03/doc4.xml
CYT	6050.0	M	6050.0	S	26.154	A	13500.0	M	2015-02-26T14:01:26-05:00	4 - CYTEC INDUSTRIES INC/DE/ (0000912513) (Issuer)	False	VP Corp & Bus Development	AVRIN WILLIAM N	http://www.sec.gov/Archives/edgar/data/912513/000122520815005898/xslF345X03/doc4.xml
CHCO	541.0	A	0		0		0		2015-02-26T14:01:12-05:00	4 - CITY HOLDING CO (0000726854) (Issuer)	True	No Title	ELLIOT JOHN R	http://www.sec.gov/Archives/edgar/data/726854/000114036115009060/xslF345X03/doc1.xml
LGCY	0		0		89310.0	AA	0		2015-02-26T14:00:47-05:00	4 - LEGACY RESERVES LP (0001358831) (Issuer)	True	EVP and CDO	McGraw Kyle A	http://www.sec.gov/Archives/edgar/data/1358831/000114036115009059/xslF345X03/doc1.xml
CSPI	4000.0	A	0		0		0		2015-02-26T13:59:53-05:00	4 - CSP INC /MA/ (0000356037) (Issuer)	True	No Title	Bunnett Robert E	http://www.sec.gov/Archives/edgar/data/356037/000158230715000001/xslF345X03/primary_doc.xml
LGCY	0		0		27644.0	AA	0		2015-02-26T13:59:26-05:00	4 - LEGACY RESERVES LP (0001358831) (Issuer)	False	VP, GC and Secretary	LeRoy Dan G.	http://www.sec.gov/Archives/edgar/data/1358831/000114036115009056/xslF345X03/doc1.xml
LGCY	0		0		107739.0	AA	0		2015-02-26T13:58:36-05:00	4 - LEGACY RESERVES LP (0001358831) (Issuer)	True	EVP and COO	Horne Paul T	http://www.sec.gov/Archives/edgar/data/1358831/000114036115009054/xslF345X03/doc1.xml
LGCY	0		0		23922.0	AA	0		2015-02-26T13:57:39-05:00	4 - LEGACY RESERVES LP (0001358831) (Issuer)	False	CAO and Controller	Foster Micah C.	http://www.sec.gov/Archives/edgar/data/1358831/000114036115009052/xslF345X03/doc1.xml
VLO	0		1856.0	G	0		0		2015-02-26T13:56:49-05:00	4 - VALERO ENERGY CORP/TX (0001035002) (Issuer)	False	EVP	Riggs R. Lane	http://www.sec.gov/Archives/edgar/data/1035002/000160640115000006/xslF345X03/edgar.xml
LGCY	0		0		253400.0	AA	0		2015-02-26T13:56:24-05:00	4 - LEGACY RESERVES LP (0001358831) (Issuer)	True	Chairman, President and CEO	Brown Cary D	http://www.sec.gov/Archives/edgar/data/1358831/000114036115009050/xslF345X03/doc1.xml
ARW	892.0	M	2143.0	FS	0		892.0	M	2015-02-26T13:55:43-05:00	4 - ARROW ELECTRONICS INC (0000007536) (Issuer)	False	Executive Vice President & CFO	REILLY PAUL J	http://www.sec.gov/Archives/edgar/data/7536/000156982515000079/xslF345X03/edgar.xml
ARC	4010.0	P	0		0		0		2015-02-26T13:54:20-05:00	4 - ARC DOCUMENT SOLUTIONS, INC. (0001305168) (Issuer)	False	VP. Sr. Corp. Counsel & Secty	Grimes Dennis Jeffery	http://www.sec.gov/Archives/edgar/data/1305168/000120919115018955/xslF345X03/doc4.xml
ARW	0		83.0	F	0		0		2015-02-26T13:54:06-05:00	4 - ARROW ELECTRONICS INC (0000007536) (Issuer)	False	Senior VP & General Counsel	Tarpinian Gregory	http://www.sec.gov/Archives/edgar/data/7536/000156982515000078/xslF345X03/edgar.xml
ARW	0		169.0	F	0		0		2015-02-26T13:52:45-05:00	4 - ARROW ELECTRONICS INC (0000007536) (Issuer)	False	President, Global Components	Schuck Eric	http://www.sec.gov/Archives/edgar/data/7536/000156982515000077/xslF345X03/edgar.xml
ARW	0		509.0	F	0		0		2015-02-26T13:51:30-05:00	4 - ARROW ELECTRONICS INC (0000007536) (Issuer)	False	Senior VP & CSO	Morris Mary Catherine	http://www.sec.gov/Archives/edgar/data/7536/000156982515000076/xslF345X03/edgar.xml
CTB	65653.0	MMMM	65653.0	S	0		65653.0	MMMM	2015-02-26T13:51:16-05:00	4 - COOPER TIRE & RUBBER CO (0000024491) (Issuer)	False	Senior VP, Gen Counsel & Secy	ZAMANSKY STEPHEN	http://www.sec.gov/Archives/edgar/data/24491/000122520815005896/xslF345X03/doc4.xml
ARW	0		292.0	F	0		0		2015-02-26T13:50:35-05:00	4 - ARROW ELECTRONICS INC (0000007536) (Issuer)	False	VP & Chief Information Officer	Melvin Vincent P	http://www.sec.gov/Archives/edgar/data/7536/000156982515000075/xslF345X03/edgar.xml
CSPI	4000.0	A	0		0		0		2015-02-26T13:50:03-05:00	4 - CSP INC /MA/ (0000356037) (Issuer)	True	No Title	Blackmon Raymond Charles JR	http://www.sec.gov/Archives/edgar/data/356037/000158254815000001/xslF345X03/primary_doc.xml
ARW	0		2333.0	F	0		0		2015-02-26T13:49:18-05:00	4 - ARROW ELECTRONICS INC (0000007536) (Issuer)	False	Chairman, President & CEO	LONG MICHAEL J	http://www.sec.gov/Archives/edgar/data/7536/000156982515000074/xslF345X03/edgar.xml
ARW	0		156.0	F	0		0		2015-02-26T13:48:14-05:00	4 - ARROW ELECTRONICS INC (0000007536) (Issuer)	False	President, Global ECS	Kerins Sean J	http://www.sec.gov/Archives/edgar/data/7536/000156982515000073/xslF345X03/edgar.xml
ARW	11443.0	MMM	22221.0	SSSSSSSSSSSSF	0		11443.0	MMM	2015-02-26T13:46:25-05:00	4 - ARROW ELECTRONICS INC (0000007536) (Issuer)	False	COO, Global ECS & Components	BRYANT ANDREW S	http://www.sec.gov/Archives/edgar/data/7536/000156982515000072/xslF345X03/edgar.xml
MNTA	0		64.0	S	0		0		2015-02-26T13:43:34-05:00	4 - MOMENTA PHARMACEUTICALS INC (0001235010) (Issuer)	False	Senior VP, Pharmaceutical Scie	Bishop John E	http://www.sec.gov/Archives/edgar/data/1235010/000117911015003464/xslF345X03/edgar.xml
SMG	0		1382.0	SS	0		0		2015-02-26T13:42:49-05:00	4 - SCOTTS MIRACLE-GRO CO (0000825542) (Issuer)	False	EVP and CFO	Coleman Thomas Randal	http://www.sec.gov/Archives/edgar/data/825542/000118248915000361/xslF345X03/edgar.xml
STFC	10708.0	P	0		0		0		2015-02-26T13:37:42-05:00	4 - State Auto Financial CORP (0000874977) (Issuer)	False	No Title	STATE AUTOMOBILE MUTUAL INSURANCE CO	http://www.sec.gov/Archives/edgar/data/874977/000087497715000006/xslF345X03/edgar.xml
IBM	0		2600.0	SS	0		0		2015-02-26T13:36:53-05:00	4 - INTERNATIONAL BUSINESS MACHINES CORP (0000051143) (Issuer)	False	Senior Vice President	Rhodin Michael D.	http://www.sec.gov/Archives/edgar/data/51143/000118143115003426/xslF345X03/rrd422956.xml
OFG	0		0		6400.0	AA	0		2015-02-26T13:35:29-05:00	4 - OFG BANCORP (0001030469) (Issuer)	False	SVP & Treasurer	ROSADO RAMON A	http://www.sec.gov/Archives/edgar/data/1030469/000138102215000001/xslF345X03/primary_doc.xml
CNBKA	147.9197	P	0		0		0		2015-02-26T13:33:01-05:00	4 - CENTURY BANCORP INC (0000812348) (Issuer)	True	No Title	WESTLING JON	http://www.sec.gov/Archives/edgar/data/812348/000112760215008528/xslF345X03/form4.xml
CNMD	2709.0	M	1358.0	F	0		16251.0	MD	2015-02-26T13:31:31-05:00	4 - CONMED CORP (0000816956) (Issuer)	False	President & CEO	Hartman Curt R	http://www.sec.gov/Archives/edgar/data/816956/000112760215008526/xslF345X03/form4.xml
CNBKA	94.6862	P	0		0		0		2015-02-26T13:31:03-05:00	4 - CENTURY BANCORP INC (0000812348) (Issuer)	True	No Title	SONNABEND STEPHANIE	http://www.sec.gov/Archives/edgar/data/812348/000112760215008525/xslF345X03/form4.xml
CNBKA	350.8186	P	0		0		0		2015-02-26T13:29:17-05:00	4 - CENTURY BANCORP INC (0000812348) (Issuer)	True	No Title	LEMLEY FRASER	http://www.sec.gov/Archives/edgar/data/812348/000112760215008523/xslF345X03/form4.xml
CNBKA	140.4397	P	0		0		0		2015-02-26T13:27:26-05:00	4 - CENTURY BANCORP INC (0000812348) (Issuer)	True	No Title	GOLDMAN MARSHALL I	http://www.sec.gov/Archives/edgar/data/812348/000112760215008521/xslF345X03/form4.xml
ZION	0		2211.0	F	0		0		2015-02-26T13:26:54-05:00	4 - ZIONS BANCORPORATION /UT/ (0000109380) (Issuer)	False	Exec VP and	ANDERSON A SCOTT	http://www.sec.gov/Archives/edgar/data/109380/000010938015000043/xslF345X03/wf-form4_142497520419026.xml
CNBKA	4.9243	P	0		0		0		2015-02-26T13:21:29-05:00	4 - CENTURY BANCORP INC (0000812348) (Issuer)	False	Executive Vice President	EVANGELISTA PAUL A	http://www.sec.gov/Archives/edgar/data/812348/000112760215008519/xslF345X03/form4.xml
MTG	0		6244.0	F	0		0		2015-02-26T13:20:22-05:00	4 - MGIC INVESTMENT CORP (0000876437) (Issuer)	False	VP-Chief Accounting Officer	Sperber Julie K.	http://www.sec.gov/Archives/edgar/data/876437/000087643715000035/xslF345X03/edgar.xml
MTG	0		122809.0	FD	0		0		2015-02-26T13:18:47-05:00	4 - MGIC INVESTMENT CORP (0000876437) (Issuer)	True	President and CEO	SINKS PATRICK	http://www.sec.gov/Archives/edgar/data/876437/000087643715000034/xslF345X03/edgar.xml
MTG	0		66626.0	FD	0		0		2015-02-26T13:17:57-05:00	4 - MGIC INVESTMENT CORP (0000876437) (Issuer)	False	Executive Vice President	PIERZCHALSKI LAWRENCE J	http://www.sec.gov/Archives/edgar/data/876437/000087643715000033/xslF345X03/edgar.xml
MTG	0		23724.0	F	0		0		2015-02-26T13:16:35-05:00	4 - MGIC INVESTMENT CORP (0000876437) (Issuer)	False	Executive Vice Preident & CFO	Mattke Timothy J.	http://www.sec.gov/Archives/edgar/data/876437/000087643715000032/xslF345X03/edgar.xml
MTG	0		66626.0	FD	0		0		2015-02-26T13:13:11-05:00	4 - MGIC INVESTMENT CORP (0000876437) (Issuer)	False	Executive Vice President	LANE JEFFREY H	http://www.sec.gov/Archives/edgar/data/876437/000087643715000031/xslF345X03/edgar.xml
MTG	0		195983.0	FD	0		0		2015-02-26T13:11:52-05:00	4 - MGIC INVESTMENT CORP (0000876437) (Issuer)	True	No Title	CULVER CURT S	http://www.sec.gov/Archives/edgar/data/876437/000087643715000030/xslF345X03/edgar.xml
UEIC	0		1684.0	S	0		0		2015-02-26T13:11:16-05:00	4 - UNIVERSAL ELECTRONICS INC (0000101984) (Issuer)	False	EVP	HUGHES LOUIS SYLVESTER	http://www.sec.gov/Archives/edgar/data/101984/000120919115018948/xslF345X03/doc4.xml
MTG	0		12676.0	F	0		0		2015-02-26T13:10:56-05:00	4 - MGIC INVESTMENT CORP (0000876437) (Issuer)	False	SVP-Chief Information Officer	Chi Gregory A.	http://www.sec.gov/Archives/edgar/data/876437/000087643715000029/xslF345X03/edgar.xml
AVY	15684.0	M	15684.0	SSSSSSSSSSSSSSSSSSSSSSS	0		15684.0	M	2015-02-26T13:06:54-05:00	4 - Avery Dennison Corp (0000008818) (Issuer)	False	Sr. VP & Chief HR Officer	Hill Anne	http://www.sec.gov/Archives/edgar/data/8818/000112760215008517/xslF345X03/form4.xml
ETN	9593.0	M	4552.0	F	177060.0	AA	9593.0	M	2015-02-26T13:04:22-05:00	4 - Eaton Corp plc (0001551182) (Issuer)	True	See Remarks below.	CUTLER ALEXANDER M	http://www.sec.gov/Archives/edgar/data/1188585/000120919115018947/xslF345X03/doc4.xml
MMS	0		1275.0	S	0		0		2015-02-26T12:56:51-05:00	4 - MAXIMUS INC (0001032220) (Issuer)	True	No Title	LEDERER PAUL R	http://www.sec.gov/Archives/edgar/data/1032220/000103222015000015/xslF345X03/primary_doc.xml
XEC	0		5000.0	S	0		0		2015-02-26T12:56:09-05:00	4 - CIMAREX ENERGY CO (0001168054) (Issuer)	False	No Title	BOX JERRY	http://www.sec.gov/Archives/edgar/data/1168054/000124636015001220/xslF345X03/form.xml
EE	6598.0	A	0		0		0		2015-02-26T12:53:02-05:00	4/A - EL PASO ELECTRIC CO /TX/ (0000031978) (Issuer)	True	CHIEF EXECUTIVE OFFICER	SHOCKLEY THOMAS V III	http://www.sec.gov/Archives/edgar/data/31978/000112760215008515/xslF345X03/form4a.xml
WRLD	4000.0	MM	4000.0	S	0		4000.0	MM	2015-02-26T12:45:11-05:00	4 - WORLD ACCEPTANCE CORP (0000108385) (Issuer)	False	SVP, CENTRAL DIVISION	Dyer Daniel Clinton	http://www.sec.gov/Archives/edgar/data/108385/000010838515000009/xslF345X03/wf-form4_142497270177052.xml
TEL	45000.0	M	45000.0	S	0		45000.0	M	2015-02-26T12:39:42-05:00	4 - TE Connectivity Ltd. (0001385157) (Issuer)	False	Sr VP, Global Human Resources	Leipold Jane A	http://www.sec.gov/Archives/edgar/data/1385157/000122520815005883/xslF345X03/doc4.xml
BSQR	3000.0	PPP	0		0		0		2015-02-26T12:39:36-05:00	4 - BSQUARE CORP /WA (0001054721) (Issuer)	True	No Title	Harries Andrew Stanley Guy	http://www.sec.gov/Archives/edgar/data/1054721/000120919115018944/xslF345X03/doc4.xml
MEDD	0		2125000.0	G	1600000.0	A	0		2015-02-26T12:37:32-05:00	4 - MEDICAL IMAGING CORP. (0001370804) (Issuer)	False	Chief Financial Officer	JAGODNIK RICHARD	http://www.sec.gov/Archives/edgar/data/1370803/000151597115000066/xslF345X03/primary_doc.xml
OVLY	0		1800.0	S	0		0		2015-02-26T12:37:16-05:00	4 - Oak Valley Bancorp (0001431567) (Issuer)	True	No Title	Martin Ronald C.	http://www.sec.gov/Archives/edgar/data/1431567/000144225215000002/xslF345X03/primary_doc.xml
CMS	0		7387.0	S	0		0		2015-02-26T12:35:08-05:00	4 - CMS ENERGY CORP (0000811156) (Issuer)	False	No Title	YASINSKY JOHN B	http://www.sec.gov/Archives/edgar/data/811156/000124636015001218/xslF345X03/form.xml
WIRE	1000.0	P	0		0		0		2015-02-26T12:35:05-05:00	4 - ENCORE WIRE CORP (0000850460) (Issuer)	True	No Title	FISHER GREGORY J	http://www.sec.gov/Archives/edgar/data/850460/000120919115018941/xslF345X03/doc4.xml
JBL	1000.0	M	4000.0	FFSS	0		1000.0	M	2015-02-26T12:34:40-05:00	4 - JABIL CIRCUIT INC (0000898293) (Issuer)	False	EVP, CEO High Velocity, I&E	Loparco Michael J	http://www.sec.gov/Archives/edgar/data/898293/000122520815005882/xslF345X03/doc4.xml
PLPC	2233.0	A	0		0		0		2015-02-26T12:28:14-05:00	4 - PREFORMED LINE PRODUCTS CO (0000080035) (Issuer)	False	General Counsel&Corp Secretary	Vaccariello Caroline Saylor	http://www.sec.gov/Archives/edgar/data/80035/000125750315000009/xslF345X03/primary_doc.xml
EFOI	90000.0	X	0		0		90000.0	X	2015-02-26T12:22:56-05:00	4 - ENERGY FOCUS, INC/DE (0000924168) (Issuer)	True	Executive Chairman and CEO	Tu James	http://www.sec.gov/Archives/edgar/data/924168/000143774915003470/xslF345X03/rdgdoc.xml
RHP	78200.0	M	21388.0	F	35048.0	AA	78200.0	M	2015-02-26T12:20:34-05:00	4 - Ryman Hospitality Properties, Inc. (0001040829) (Issuer)	True	Chairman, President & CEO	REED COLIN V	http://www.sec.gov/Archives/edgar/data/1040829/000120919115018936/xslF345X03/doc4.xml
Y	1062.0	A	427.0	D	0		0		2015-02-26T12:15:42-05:00	4 - ALLEGHANY CORP /DE (0000775368) (Issuer)	False	SVP, Chief Financial Officer	Sennott John Langton JR	http://www.sec.gov/Archives/edgar/data/775368/000077536815000012/xslF345X03/edgar.xml
RHP	15995.0	M	4375.0	F	12486.0	AA	15995.0	M	2015-02-26T12:15:36-05:00	4 - Ryman Hospitality Properties, Inc. (0001040829) (Issuer)	False	EVP & Chief Financial Officer	FIORAVANTI MARK	http://www.sec.gov/Archives/edgar/data/1040829/000120919115018934/xslF345X03/doc4.xml
Y	3299.0	A	3299.0	D	0		0		2015-02-26T12:14:27-05:00	4 - ALLEGHANY CORP /DE (0000775368) (Issuer)	False	SVP, Head of Fixed Income	Gorham Roger Bryce	http://www.sec.gov/Archives/edgar/data/775368/000077536815000011/xslF345X03/edgar.xml
PLPC	2513.0	A	0		0		0		2015-02-26T12:12:41-05:00	4 - PREFORMED LINE PRODUCTS CO (0000080035) (Issuer)	False	VP - Research and Engineering	David C Sunkle	http://www.sec.gov/Archives/edgar/data/80035/000125750315000008/xslF345X03/primary_doc.xml
RHP	7109.0	M	1945.0	F	5555.0	AA	7109.0	M	2015-02-26T12:11:53-05:00	4 - Ryman Hospitality Properties, Inc. (0001040829) (Issuer)	False	SVP, Investments, D&C	Westbrook Bennett D	http://www.sec.gov/Archives/edgar/data/1040829/000120919115018931/xslF345X03/doc4.xml
Y	1140.0	A	635.0	D	0		0		2015-02-26T12:11:17-05:00	4 - ALLEGHANY CORP /DE (0000775368) (Issuer)	False	SVP, General Counsel	Dalrymple Christopher Kent	http://www.sec.gov/Archives/edgar/data/775368/000077536815000010/xslF345X03/edgar.xml
PBPB	54429.0	JJJ	175095.0	J	0		0		2015-02-26T12:10:03-05:00	4 - POTBELLY CORP (0001195734) (Issuer)	True	No Title	Avedisian Vann A	http://www.sec.gov/Archives/edgar/data/1195734/000118143115003421/xslF345X03/rrd422889.xml
CRL	0		3792.0	FF	0		0		2015-02-26T12:09:58-05:00	4 - CHARLES RIVER LABORATORIES INTERNATIONAL INC (0001100682) (Issuer)	False	Corp. Executive VP & CFO	ACKERMAN THOMAS F	http://www.sec.gov/Archives/edgar/data/1100682/000112760215008510/xslF345X03/form4.xml
PBPB	10150.0	JJ	25813.0	J	0		0		2015-02-26T12:08:54-05:00	4 - POTBELLY CORP (0001195734) (Issuer)	True	No Title	Avedisian Vann A	http://www.sec.gov/Archives/edgar/data/1195734/000118143115003419/xslF345X03/rrd422884.xml
RHP	0		0		6198.0	AA	0		2015-02-26T12:08:24-05:00	4 - Ryman Hospitality Properties, Inc. (0001040829) (Issuer)	False	SVP, Asset Management	Chaffin Patrick S	http://www.sec.gov/Archives/edgar/data/1040829/000120919115018929/xslF345X03/doc4.xml
Y	5582.0	A	4233.0	D	0		0		2015-02-26T12:07:27-05:00	4 - ALLEGHANY CORP /DE (0000775368) (Issuer)	False	Executive Vice President	Brandon Joseph Patrick	http://www.sec.gov/Archives/edgar/data/775368/000077536815000009/xslF345X03/edgar.xml
CRL	0		7518.0	SSSFSSSSSSF	0		0		2015-02-26T12:06:11-05:00	4 - CHARLES RIVER LABORATORIES INTERNATIONAL INC (0001100682) (Issuer)	False	Corporate Executive VP	GILLETT NANCY	http://www.sec.gov/Archives/edgar/data/1100682/000112760215008508/xslF345X03/form4.xml
Y	9996.0	A	9996.0	D	0		0		2015-02-26T12:05:43-05:00	4 - ALLEGHANY CORP /DE (0000775368) (Issuer)	True	President and CEO	HICKS WESTON M	http://www.sec.gov/Archives/edgar/data/775368/000077536815000008/xslF345X03/edgar.xml
TOL	5000.0	M	5000.0	S	0		5000.0	M	2015-02-26T12:02:31-05:00	4 - TOLL BROTHERS INC (0000794170) (Issuer)	False	President	Hartman Richard T.	http://www.sec.gov/Archives/edgar/data/794170/000112760215008506/xslF345X03/form4.xml
CLMS	0		1241.0	D	0		0		2015-02-26T12:02:17-05:00	4 - Calamos Asset Management, Inc. /DE/ (0001299033) (Issuer)	True	Chairman, CEO, Global Co-CIO	CALAMOS JOHN P SR	http://www.sec.gov/Archives/edgar/data/1248580/000122143215000012/xslF345X03/primary_doc.xml
